movement_id,date_id,vessel_key,terminal_id,container_count,move_duration,start_longitude,start_latitude,end_longitude,end_latitude
90,2023-03-22,Cargo_479,672,469,970.4516563628176,7.509962,52.294029,8.48394,53.539971
468,2024-07-08,Tanker_15,672,246,347.57500998846416,7.509962,52.294029,8.48394,53.539971
686,2024-12-16,Tanker_489,672,647,254.51564825688445,7.509962,52.294029,8.48394,53.539971
753,2021-12-07,Tanker_466,672,499,462.1035906029292,7.509962,52.294029,8.48394,53.539971
37,2023-04-18,Container_666,672,731,522.7031162272149,7.509962,52.294029,8.48394,53.539971
250,2023-04-08,Cargo_290,672,905,627.1070109094283,7.509962,52.294029,8.48394,53.539971
637,2023-12-26,Passenger_108,672,80,277.1814077642804,7.509962,52.294029,8.48394,53.539971
221,2024-07-15,Passenger_54,672,737,668.2737383392383,7.509962,52.294029,8.48394,53.539971
310,2023-09-25,Cargo_672,672,815,623.0842694762842,7.509962,52.294029,8.48394,53.539971
271,2024-12-02,Container_180,672,190,828.9526108922979,7.509962,52.294029,8.48394,53.539971
522,2021-03-11,Container_509,672,321,354.37412342570707,7.509962,52.294029,8.48394,53.539971
108,2023-07-24,Passenger_105,672,336,367.9260788858271,7.509962,52.294029,8.48394,53.539971
5,2021-09-06,Cargo_927,672,737,220.50174091317496,7.509962,52.294029,8.48394,53.539971
930,2022-01-29,Container_229,672,467,979.932518059474,7.509962,52.294029,8.48394,53.539971
296,2021-06-25,Tanker_664,672,888,264.2255119596372,7.509962,52.294029,8.48394,53.539971
970,2023-11-18,Container_284,672,939,216.9570861808797,7.509962,52.294029,8.48394,53.539971
613,2023-07-02,Container_362,672,612,444.44495926131657,7.509962,52.294029,8.48394,53.539971
649,2024-12-01,Passenger_117,672,285,980.330962078076,7.509962,52.294029,8.48394,53.539971
730,2022-01-23,Cargo_521,672,85,907.4443854508608,7.509962,52.294029,8.48394,53.539971
211,2022-06-25,Tanker_471,672,383,738.0044085796028,7.509962,52.294029,8.48394,53.539971
428,2022-12-30,Cargo_479,672,94,614.1507977388138,7.509962,52.294029,8.48394,53.539971
418,2022-04-05,Cargo_407,672,155,843.4580048468198,7.509962,52.294029,8.48394,53.539971
295,2021-08-01,Tanker_606,672,885,322.90515818684105,7.509962,52.294029,8.48394,53.539971
10,2022-06-14,Tanker_140,672,892,492.4325200800444,7.509962,52.294029,8.48394,53.539971
692,2022-03-21,Passenger_250,672,789,79.03390067543448,7.509962,52.294029,8.48394,53.539971
390,2023-08-02,Passenger_268,672,52,180.9284070040751,7.509962,52.294029,8.48394,53.539971
348,2023-11-04,Passenger_992,672,871,100.43967341061432,7.509962,52.294029,8.48394,53.539971
97,2022-10-18,Tanker_644,672,84,888.6705775540707,7.509962,52.294029,8.48394,53.539971
692,2024-12-18,Tanker_371_2,672,573,159.21477397363904,7.509962,52.294029,8.48394,53.539971
376,2024-12-07,Passenger_411,672,867,346.57846681459483,7.509962,52.294029,8.48394,53.539971
383,2021-03-30,Cargo_158,672,507,71.12612545914321,7.509962,52.294029,8.48394,53.539971
887,2021-03-31,Tanker_591,672,766,700.5740162643568,7.509962,52.294029,8.48394,53.539971
922,2022-12-03,Tanker_230,672,338,820.5876952604409,7.509962,52.294029,8.48394,53.539971
287,2023-02-23,Container_864,672,367,0.1425960488177224,7.509962,52.294029,8.48394,53.539971
852,2022-05-24,Passenger_523,672,490,614.7978816760365,7.509962,52.294029,8.48394,53.539971
808,2022-12-26,Cargo_616_2,672,435,118.1562903914547,7.509962,52.294029,8.48394,53.539971
197,2024-12-13,Cargo_672,672,500,972.3406442673668,7.509962,52.294029,8.48394,53.539971
525,2021-04-03,Passenger_120,672,336,364.9834029580067,7.509962,52.294029,8.48394,53.539971
718,2024-08-25,Container_554,672,296,891.3900837105073,7.509962,52.294029,8.48394,53.539971
60,2022-05-18,Tanker_630,672,744,625.4502857531868,7.509962,52.294029,8.48394,53.539971
865,2023-08-30,Passenger_724,672,394,651.3421237614814,7.509962,52.294029,8.48394,53.539971
539,2024-01-24,Container_572,672,240,107.37050322421749,7.509962,52.294029,8.48394,53.539971
40,2021-07-22,Passenger_148,672,492,966.8156698109397,7.509962,52.294029,8.48394,53.539971
128,2024-06-16,Cargo_565_2,672,145,35.54705944146086,7.509962,52.294029,8.48394,53.539971
867,2024-08-28,Passenger_374,672,951,313.2955326099772,7.509962,52.294029,8.48394,53.539971
37,2022-03-21,Cargo_317,672,905,578.9389440040271,7.509962,52.294029,8.48394,53.539971
85,2021-10-21,Tanker_419,672,484,27.62497219072901,7.509962,52.294029,8.48394,53.539971
95,2024-06-28,Cargo_537,672,845,700.3709126549854,7.509962,52.294029,8.48394,53.539971
132,2021-10-25,Container_127,672,193,807.0656572334951,7.509962,52.294029,8.48394,53.539971
322,2021-06-12,Passenger_959,672,10,96.08651881807296,7.509962,52.294029,8.48394,53.539971
90,2023-12-10,Cargo_450,672,758,775.4260107578016,7.509962,52.294029,8.48394,53.539971
738,2024-03-13,Container_297,672,407,241.99810182862592,7.509962,52.294029,8.48394,53.539971
693,2021-11-22,Passenger_842,672,325,716.1195639894006,7.509962,52.294029,8.48394,53.539971
742,2023-06-27,Container_666,672,694,631.7416849572367,7.509962,52.294029,8.48394,53.539971
561,2022-07-10,Tanker_663,672,502,954.6705568484224,7.509962,52.294029,8.48394,53.539971
135,2024-10-09,Cargo_934,672,412,825.4576627326645,7.509962,52.294029,8.48394,53.539971
507,2024-02-05,Passenger_530,672,422,654.5265068390897,7.509962,52.294029,8.48394,53.539971
240,2023-05-16,Cargo_183,672,157,505.1087280359994,7.509962,52.294029,8.48394,53.539971
342,2024-01-14,Tanker_540,672,420,311.0992398923394,7.509962,52.294029,8.48394,53.539971
179,2022-03-18,Tanker_195,672,371,523.611154101697,7.509962,52.294029,8.48394,53.539971
440,2022-08-17,Container_702,672,180,304.58195675280143,7.509962,52.294029,8.48394,53.539971
148,2021-07-07,Cargo_909,672,692,926.1149092326136,7.509962,52.294029,8.48394,53.539971
429,2023-09-22,Tanker_173,672,873,34.785824747178616,7.509962,52.294029,8.48394,53.539971
231,2022-07-11,Passenger_956,672,117,714.5796948678637,7.509962,52.294029,8.48394,53.539971
29,2024-10-05,Cargo_308,672,444,551.1372819706148,7.509962,52.294029,8.48394,53.539971
849,2024-08-26,Cargo_611,672,380,940.5300726720326,7.509962,52.294029,8.48394,53.539971
484,2022-04-14,Container_70,672,24,878.6782969645029,7.509962,52.294029,8.48394,53.539971
485,2022-02-15,Passenger_997,672,594,691.8311865247455,7.509962,52.294029,8.48394,53.539971
231,2023-08-12,Cargo_521,672,607,91.09792065722688,7.509962,52.294029,8.48394,53.539971
567,2023-01-16,Cargo_263,672,936,619.9105482309952,7.509962,52.294029,8.48394,53.539971
416,2024-11-24,Passenger_298,672,740,152.81378734042516,7.509962,52.294029,8.48394,53.539971
430,2023-11-16,Tanker_778,672,630,941.1804556188852,7.509962,52.294029,8.48394,53.539971
879,2023-12-23,Container_196,672,222,911.215614656741,7.509962,52.294029,8.48394,53.539971
189,2024-05-11,Cargo_194,672,929,835.4263242119623,7.509962,52.294029,8.48394,53.539971
752,2022-11-26,Cargo_214,672,535,650.715230868677,7.509962,52.294029,8.48394,53.539971
927,2024-06-12,Container_57,672,145,37.66176666737175,7.509962,52.294029,8.48394,53.539971
131,2022-02-04,Passenger_418,672,358,280.295396428661,7.509962,52.294029,8.48394,53.539971
221,2024-11-06,Passenger_830,672,10,924.3929552437572,7.509962,52.294029,8.48394,53.539971
713,2022-09-08,Cargo_565,672,426,484.9752982155469,7.509962,52.294029,8.48394,53.539971
165,2024-04-12,Container_180,672,499,277.45582063501564,7.509962,52.294029,8.48394,53.539971
523,2023-07-08,Tanker_948,672,536,535.2683473124509,7.509962,52.294029,8.48394,53.539971
661,2021-08-22,Passenger_117,672,733,468.8501176656205,7.509962,52.294029,8.48394,53.539971
606,2022-03-09,Cargo_462,672,193,585.8342287688391,7.509962,52.294029,8.48394,53.539971
715,2022-06-25,Cargo_744,672,27,987.3150375528952,7.509962,52.294029,8.48394,53.539971
201,2022-09-12,Passenger_208,672,532,531.0218753516363,7.509962,52.294029,8.48394,53.539971
581,2023-06-29,Passenger_437,672,874,768.3509609157891,7.509962,52.294029,8.48394,53.539971
434,2021-01-28,Container_760,672,774,88.84723078171508,7.509962,52.294029,8.48394,53.539971
812,2023-12-18,Tanker_888,672,610,921.2366954993832,7.509962,52.294029,8.48394,53.539971
342,2022-09-06,Passenger_156,672,614,401.9128021922588,7.509962,52.294029,8.48394,53.539971
491,2022-02-28,Passenger_364_2,672,587,506.5335814605911,7.509962,52.294029,8.48394,53.539971
687,2021-06-06,Tanker_802,672,1000,451.18321519771854,7.509962,52.294029,8.48394,53.539971
618,2022-10-29,Passenger_118_2,672,838,790.09355284145,7.509962,52.294029,8.48394,53.539971
236,2024-06-23,Tanker_793,672,483,272.0031644617594,7.509962,52.294029,8.48394,53.539971
14,2021-06-28,Passenger_739_2,672,35,749.4195568002464,7.509962,52.294029,8.48394,53.539971
172,2023-03-12,Container_820,672,712,571.1465389003506,7.509962,52.294029,8.48394,53.539971
855,2023-06-04,Passenger_495,672,401,541.2453950592985,7.509962,52.294029,8.48394,53.539971
280,2022-12-03,Tanker_840,672,943,772.2318830185967,7.509962,52.294029,8.48394,53.539971
757,2021-12-08,Cargo_662,672,901,696.9245241400941,7.509962,52.294029,8.48394,53.539971
405,2022-10-02,Passenger_892,672,517,204.5155735579877,7.509962,52.294029,8.48394,53.539971
40,2024-12-10,Container_727,672,481,703.8494239145373,7.509962,52.294029,8.48394,53.539971
84,2024-05-29,Passenger_628,672,615,486.414666658902,7.509962,52.294029,8.48394,53.539971
322,2023-05-27,Cargo_23,672,864,895.9531759845535,7.509962,52.294029,8.48394,53.539971
68,2023-01-08,Tanker_697,672,80,880.991519379605,7.509962,52.294029,8.48394,53.539971
522,2021-08-20,Passenger_847,672,113,40.20186558484218,7.509962,52.294029,8.48394,53.539971
442,2023-01-18,Container_404,672,389,692.1135479398972,7.509962,52.294029,8.48394,53.539971
371,2023-03-15,Tanker_840,672,983,584.260677339978,7.509962,52.294029,8.48394,53.539971
714,2021-01-13,Cargo_650,672,676,893.0553102186077,7.509962,52.294029,8.48394,53.539971
955,2022-02-12,Cargo_567,672,24,322.413312547348,7.509962,52.294029,8.48394,53.539971
372,2021-04-26,Passenger_358,672,116,966.9838002189794,7.509962,52.294029,8.48394,53.539971
40,2021-05-17,Passenger_199,672,155,519.1347277723985,7.509962,52.294029,8.48394,53.539971
774,2023-06-29,Cargo_176,672,902,464.36217594114936,7.509962,52.294029,8.48394,53.539971
48,2022-11-25,Cargo_446,672,955,246.63305038124128,7.509962,52.294029,8.48394,53.539971
704,2021-08-23,Container_196,672,675,296.24567386337355,7.509962,52.294029,8.48394,53.539971
634,2023-02-13,Cargo_823,672,291,714.4288238428329,7.509962,52.294029,8.48394,53.539971
235,2023-06-19,Tanker_122_2,672,700,252.99729508178103,7.509962,52.294029,8.48394,53.539971
273,2021-08-24,Container_671,672,942,809.822190492638,7.509962,52.294029,8.48394,53.539971
